Unnamed: 0,PLAYER,OverseasIndian,TYPE,Played For Country,Predicted Price,Selling Price,Base Price,Performance,Auction Number
31,Steve Smith,Overseas,Batter,0.0,10063720.0,0.0,15000000.0,0.536678502,45
32,Dasun Shanaka,Overseas,All-Rounder,0.0,2126887.0,115000000.0,0.0,0.530756462,45
33,Sameer Rizvi,Indian,Batter,0.0,2107491.5,0.0,2000000.0,0.526431592,45
34,Karun Nair,Indian,Batter,0.0,2976007.5,0.0,2000000.0,0.526193574,45
35,Manan Vohra,Indian,Batter,0.0,2751321.2,0.0,2000000.0,0.521735004,45
36,Mark Chapman,Overseas,Batter,1.0,16188677.0,0.0,5000000.0,0.518192786,45
37,Alick Athanaze,Overseas,Batter,0.0,2124685.0,0.0,7500000.0,0.515727859,45
38,Najibullah Zadran,Overseas,Batter,1.0,12456721.0,0.0,10000000.0,0.515246074,45
39,Charith Asalanka,Overseas,All-Rounder,0.0,2119927.0,0.0,2000000.0,0.504175684,45
40,Wiaan Mulder,Overseas,All-Rounder,0.0,2118766.8,0.0,5000000.0,0.494720591,45
41,Dhruv Shorey,Indian,Batter,0.0,2289006.5,0.0,2000000.0,0.491801971,45
42,Rovman Powell,Overseas,Batter,1.0,22924594.0,0.0,5000000.0,0.48487585,45
43,Shashank Singh (2),Indian,All-Rounder,1.0,11522333.0,5000000.0,0.0,0.484832172,45
44,Shashank Singh,Indian,All-Rounder,1.0,11522333.0,5000000.0,0.0,0.468984147,45
45,Sam Billings,Overseas,Wicket-Keeper,1.0,6801901.5,0.0,5000000.0,0.469125972,45
46,Angkrish Raghuvanshi,Indian,Batter,0.0,2105171.5,0.0,2000000.0,0.465932753,45
47,Sherfane Rutherford,Overseas,Batter,1.0,4614718.0,0.0,20000000.0,0.464871201,45
48,Ashton Turner,Overseas,Batter,1.0,4099659.2,0.0,20000000.0,0.456556371,45
49,Wanindu Hasaranga,Overseas,All-Rounder,1.0,2133727.5,0.0,7500000.0,0.452554713,45
50,Hanuma Vihari,Indian,All-Rounder,0.0,2113173.0,22000000.0,0.0,0.447267107,45
51,Ben Cutting,Overseas,All-Rounder,1.0,6683078.0,0.0,2000000.0,0.437979519,45
52,Naman Dhir,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.433689563,45
53,David Willey,Overseas,All-Rounder,1.0,19651054.0,0.0,15000000.0,0.423443079,45
54,Benny Howell,Overseas,All-Rounder,0.0,2130367.0,0.0,2000000.0,0.415548536,45
55,Sumit Kumar,Indian,All-Rounder,0.0,2109693.2,0.0,2000000.0,0.395179034,45
56,Jamie Overton,Overseas,All-Rounder,0.0,2123406.5,0.0,20000000.0,0.393240042,45
57,Mohammad Nabi,Overseas,All-Rounder,1.0,31896630.0,0.0,5000000.0,0.390786303,45
58,Rachin Ravindra,Overseas,All-Rounder,1.0,7764715.0,4000000.0,0.0,0.387163195,45
59,Dwaine Pretorius,Overseas,All-Rounder,1.0,18405064.0,0.0,20000000.0,0.38627352,45
60,Ramandeep Singh,Indian,All-Rounder,0.0,7005607.0,0.0,2000000.0,0.371599345,45
61,Shahrukh Khan,Indian,All-Rounder,0.0,2539426.5,0.0,2000000.0,0.358123027,45
62,Shivalik Sharma,Indian,All-Rounder,0.0,2431848.5,0.0,2000000.0,0.355861047,45
63,Abhimanyusingh Rajput,Indian,All-Rounder,0.0,2109954.2,2000000.0,0.0,0.355047462,45
64,Swapnil Singh,Indian,All-Rounder,0.0,10818467.0,0.0,2000000.0,0.34929637,45
65,Pat Cummins,Overseas,All-Rounder,1.0,20001018.0,0.0,5000000.0,0.345160036,45
66,George Linde,Overseas,All-Rounder,1.0,7605385.5,0.0,5000000.0,0.345093351,45
67,Azmatullah Omarzai,Overseas,All-Rounder,1.0,9845098.0,0.0,5000000.0,0.338851192,45
68,Aditya Tare,Indian,Wicket-Keeper,0.0,2442599.8,0.0,2000000.0,0.33573626,45
69,Brydon Carse,Overseas,All-Rounder,0.0,2122246.5,0.0,10000000.0,0.331051048,45
70,Abhimanyu Easwaran,Indian,Batter,0.0,2116771.5,0.0,2000000.0,0.324137867,45
71,Akshat Raghuwanshi,Indian,Batter,0.0,2107491.5,0.0,2000000.0,0.324137867,45
72,Amandeep Khare,Indian,Batter,0.0,2114451.5,0.0,3000000.0,0.324137867,45
73,Ankit Kumar,Indian,Batter,0.0,2114451.5,0.0,2000000.0,0.324137867,45
74,Ansh Gosai,Indian,Batter,0.0,2106331.0,0.0,2000000.0,0.324137867,45
75,Azim Kazi,Indian,Batter,0.0,2060812.1,0.0,2000000.0,0.324137867,45
76,Bhupen Lalwani,Indian,Batter,0.0,2112131.8,0.0,2000000.0,0.324137867,45
77,Chirag Gandhi,Indian,Batter,0.0,2122572.0,2000000.0,0.0,0.324137867,45
78,Dinesh Bana,Indian,Batter,0.0,2106331.0,0.0,2000000.0,0.324137867,45
79,Ekant Sen,Indian,Batter,0.0,2116771.5,0.0,2000000.0,0.324137867,45
80,Himmat Singh,Indian,Batter,1.0,5620289.5,5000000.0,0.0,0.324137867,45
81,Naushad Shaikh,Indian,Batter,0.0,2121411.8,0.0,2000000.0,0.324137867,45
82,Nikhil Gangta,Indian,Batter,0.0,2120251.8,0.0,2000000.0,0.324137867,45
83,Priyank Panchal,Indian,Batter,0.0,2122572.0,0.0,2000000.0,0.324137867,45
84,Priyansh Arya,Indian,Batter,0.0,2109811.2,0.0,2000000.0,0.324137867,45
85,Pukhraj Mann,Indian,Batter,0.0,2109811.2,0.0,2000000.0,0.324137867,45
86,Rajat Dey,Indian,Batter,0.0,2114451.5,2000000.0,0.0,0.324137867,45
87,Rithik Easwaran,Indian,Batter,0.0,2108651.5,0.0,2000000.0,0.324137867,45
88,Rohan Kunnummal,Indian,Batter,0.0,2113291.5,0.0,2000000.0,0.324137867,45
89,Salman Nizar,Indian,Batter,0.0,2114451.5,0.0,2000000.0,0.324137867,45
90,Saurav Chuahan,Indian,Batter,0.0,2115872.5,0.0,2000000.0,0.324137867,45
91,Subhranshu Senapati,Indian,Batter,0.0,2114451.8,0.0,2000000.0,0.324137867,45
92,Sudip Gharami,Indian,Batter,0.0,2115872.5,0.0,2000000.0,0.324137867,45
93,Sumeet Verma,Indian,Batter,0.0,2122572.0,0.0,2000000.0,0.324137867,45
94,Swastik Chhikara,Indian,Batter,0.0,2115872.5,0.0,2000000.0,0.324137867,45
95,Tanmay Mishra,Indian,Batter,1.0,2991941.0,5000000.0,0.0,0.324137867,45
96,Baba Indrajith,Indian,Wicket-Keeper,0.0,2285968.5,2000000.0,0.0,0.322808692,45
97,David Wiese,Overseas,All-Rounder,1.0,17747666.0,68000000.0,0.0,0.316350099,45
98,Raj Angad Bawa,Indian,All-Rounder,0.0,2267550.8,0.0,2000000.0,0.315972611,45
99,Duan Jansen,Overseas,All-Rounder,1.0,7989307.0,0.0,7500000.0,0.314688753,45
100,Jason Holder,Overseas,All-Rounder,1.0,27253400.0,0.0,7500000.0,0.307516715,45
101,Odean Smith,Overseas,All-Rounder,1.0,14362728.0,50000000.0,0.0,0.28997336,45
102,Tom Curran,Overseas,All-Rounder,1.0,12891292.0,0.0,4000000.0,0.286161853,45
103,Keemo Paul,Overseas,All-Rounder,1.0,12765223.0,0.0,5000000.0,0.282537361,45
104,George Garton,Overseas,All-Rounder,1.0,3981880.8,0.0,10000000.0,0.281029972,45
105,Avanish Rao Aravelly,Indian,Wicket-Keeper,0.0,2113026.8,0.0,2000000.0,0.277136011,45
106,William Salzmann,Overseas,Wicket-Keeper,0.0,2116039.5,0.0,5000000.0,0.277136011,45
107,Anmol Malhotra,Indian,Wicket-Keeper,0.0,2113926.0,0.0,2000000.0,0.277136011,45
108,Avneesh Sudha,Indian,Wicket-Keeper,0.0,2106965.8,0.0,3000000.0,0.277136011,45
109,B.R. Sharath,Indian,Wicket-Keeper,0.0,2113026.8,0.0,2000000.0,0.277136011,45
110,Bhagmender Lather,Indian,Wicket-Keeper,0.0,2111606.0,0.0,2000000.0,0.277136011,45
111,Bipin Saurabh,Indian,Wicket-Keeper,0.0,2109285.8,0.0,2000000.0,0.277136011,45
112,Darshan Misal,Indian,Wicket-Keeper,0.0,2117405.8,0.0,2000000.0,0.277136011,45
113,G. Ajitesh,Indian,Wicket-Keeper,0.0,2113026.8,0.0,2000000.0,0.277136011,45
114,Gourav Choudhary,Indian,Wicket-Keeper,0.0,2113026.8,2000000.0,0.0,0.277136011,45
115,Harvik Desai,Indian,Wicket-Keeper,0.0,2109286.0,0.0,2000000.0,0.277136011,45
116,K.L. Shrijith,Indian,Wicket-Keeper,0.0,2113026.8,0.0,2000000.0,0.277136011,45
117,L.R. Chethan,Indian,Wicket-Keeper,0.0,2108125.5,0.0,2000000.0,0.277136011,45
118,Mahesh Pithiya,Indian,Wicket-Keeper,0.0,2106965.8,2000000.0,0.0,0.277136011,45
119,Mohit Ahlawat,Indian,Wicket-Keeper,0.0,2113926.0,2000000.0,0.0,0.277136011,45
120,Nihal Ullal,Indian,Wicket-Keeper,0.0,2116246.0,2000000.0,0.0,0.277136011,45
121,Philip Salt,Overseas,Wicket-Keeper,1.0,14558553.0,50000000.0,0.0,0.277136011,45
122,Prasad Pawar,Indian,Wicket-Keeper,0.0,2113926.0,50000000.0,0.0,0.277136011,45
123,Robin Minz,Indian,Wicket-Keeper,0.0,2105805.8,0.0,2000000.0,0.277136011,45
124,Shakir Gandhi,Indian,Wicket-Keeper,0.0,2109286.0,0.0,2000000.0,0.277136011,45
125,Sumit Ghadigaonkar,Indian,Wicket-Keeper,0.0,2117405.8,0.0,2000000.0,0.277136011,45
126,Urvil Patel,Indian,Wicket-Keeper,0.0,2110446.0,0.0,2000000.0,0.277136011,45
127,Vishnu Solanki,Indian,Wicket-Keeper,1.0,3690989.5,40000000.0,0.0,0.277136011,45
128,Wayne Parnell,Overseas,Bowler,1.0,20410150.0,0.0,5000000.0,0.275016796,45
129,Ravi Teja,Indian,All-Rounder,0.0,2120133.5,0.0,2000000.0,0.274429165,45
130,Mohammad Kaif,Indian,All-Rounder,0.0,2371265.0,0.0,2000000.0,0.273509163,45
131,Matthew Forde,Overseas,All-Rounder,0.0,2114126.8,0.0,7500000.0,0.271674942,45
132,Kumar Kushagra,Indian,Wicket-Keeper,0.0,2103485.5,0.0,2000000.0,0.270343243,45
133,Ashton Agar,Overseas,All-Rounder,1.0,16290735.0,20000000.0,0.0,0.262238387,45
134,Matt Henry,Overseas,Bowler,1.0,6557423.5,0.0,5000000.0,0.262231873,45
135,Corbin Bosch,Overseas,All-Rounder,0.0,2123406.5,0.0,10000000.0,0.259994086,45
136,Jalaj Saxena,Indian,All-Rounder,0.0,2065508.0,0.0,2000000.0,0.251578827,45
137,M. Siddharth,Indian,Bowler,0.0,2125070.2,0.0,2000000.0,0.250982636,45
138,Kyle Jamieson,Overseas,Bowler,1.0,10836459.0,0.0,5000000.0,0.249623973,45
139,Sean Abbott,Overseas,All-Rounder,1.0,6084799.0,0.0,2000000.0,0.245707699,45
140,Aarya Desai,Indian,All-Rounder,0.0,2101572.5,0.0,2000000.0,0.23946486,45
141,Abid Mushtaq,Indian,All-Rounder,0.0,2108533.0,0.0,2000000.0,0.23946486,45
142,Akash Sengupta,Indian,All-Rounder,0.0,2105053.2,0.0,3000000.0,0.23946486,45
143,Akash Vashisht,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,45
144,Aman Khan,Indian,All-Rounder,1.0,7974187.5,5000000.0,0.0,0.23946486,45
145,Aniketh Reddy,Indian,All-Rounder,0.0,2502531.5,0.0,2000000.0,0.23946486,45
146,Ansh Patel,Indian,All-Rounder,0.0,9144016.0,0.0,2000000.0,0.23946486,45
147,Aradhya Shukla,Indian,All-Rounder,1.0,3291579.8,5000000.0,0.0,0.23946486,45
148,Ashwin Das,Indian,All-Rounder,0.0,2110853.2,0.0,2000000.0,0.23946486,45
149,Atal Rai,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,45
150,Atharva Ankolekar,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.23946486,45
151,Atit Sheth,Indian,All-Rounder,0.0,2109693.2,0.0,2000000.0,0.23946486,45
152,Baba Aparajith,Indian,All-Rounder,0.0,2112013.2,0.0,2000000.0,0.23946486,45
153,Dev Lakra,Indian,All-Rounder,0.0,2101572.5,0.0,2000000.0,0.23946486,45
154,Divij Mehra,Indian,All-Rounder,0.0,2102733.0,0.0,2000000.0,0.23946486,45
155,Harsh Dubey,Indian,All-Rounder,0.0,2102733.0,0.0,2000000.0,0.23946486,45
156,Jass Inder Baidwan,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,45
157,Jitender Pal,Indian,All-Rounder,0.0,2109954.2,0.0,3000000.0,0.23946486,45
158,Kaushal Tambe,Indian,All-Rounder,0.0,2102733.0,0.0,2000000.0,0.23946486,45
159,Kaushik Maity,Indian,All-Rounder,0.0,2106213.0,2000000.0,0.0,0.23946486,45
160,Mani Sankar Mura Singh,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,45
161,Manvanth Kumar,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,45
162,Mohd Arslan Khan,Indian,All-Rounder,0.0,2835830.5,0.0,2000000.0,0.23946486,45
163,Mohd. Arshad Khan,Indian,All-Rounder,0.0,2835830.5,2000000.0,0.0,0.23946486,45
164,Mohit Rathee,Indian,All-Rounder,0.0,2263706.5,0.0,2000000.0,0.23946486,45
165,Mohit Redkar,Indian,All-Rounder,0.0,2105053.2,74000000.0,0.0,0.23946486,45
166,Murugan Abhishek,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,45
167,Musheer Khan,Indian,All-Rounder,0.0,2825128.8,2000000.0,0.0,0.23946486,45
168,Nasir Lone,Indian,All-Rounder,0.0,2109954.2,2000000.0,0.0,0.23946486,45
169,Ninad Rathva,Indian,All-Rounder,0.0,2106213.0,0.0,2000000.0,0.23946486,45
170,P.A. Abdul,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,45
171,Pradosh Paul,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.23946486,45
172,Prerit Dutta,Indian,All-Rounder,0.0,2107373.0,0.0,2000000.0,0.23946486,45
173,Rahul Buddhi,Indian,All-Rounder,0.0,2108533.0,0.0,2000000.0,0.23946486,45
174,Raj Chaudhary,Indian,All-Rounder,0.0,2103893.0,0.0,2000000.0,0.23946486,45
175,Ravi Chauhan,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,45
176,Rohit Rayudu,Indian,All-Rounder,0.0,2112013.2,0.0,2000000.0,0.23946486,45
177,Sahil Dhiwan,Indian,All-Rounder,0.0,2108533.0,0.0,3000000.0,0.23946486,45
178,Sairaj Patil,Indian,All-Rounder,1.0,2796023.5,0.0,2000000.0,0.23946486,45
179,Sanjay Pahal,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,45
180,Saransh Jain,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,45
181,Sarfaraz Khan,Indian,All-Rounder,0.0,2537590.0,0.0,2000000.0,0.23946486,45
182,Saumy Pandey,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,45
183,Saurabh Kumar,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,45
184,Shubham Singh Pundir,Indian,All-Rounder,0.0,2109954.2,2000000.0,0.0,0.23946486,45
185,Shubhang Hegde,Indian,All-Rounder,0.0,2103893.0,0.0,2000000.0,0.23946486,45
186,Suryansh Shedge,Indian,All-Rounder,0.0,2101572.5,0.0,2000000.0,0.23946486,45
187,Tanay Thyagarajann,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,45
188,Tanush Kotian,Indian,All-Rounder,0.0,2107373.0,0.0,2000000.0,0.23946486,45
189,Utkarsh Singh,Indian,All-Rounder,0.0,2107373.0,0.0,5000000.0,0.23946486,45
190,Vaisakh Chandran,Indian,All-Rounder,0.0,2109693.2,0.0,2000000.0,0.23946486,45
191,Vineet Dhankhar,Indian,All-Rounder,0.0,2100412.8,2000000.0,0.0,0.23946486,45
192,Vivrant Sharma,Indian,All-Rounder,0.0,2540788.5,0.0,2000000.0,0.23946486,45
193,Writtick Chatterjee,Indian,All-Rounder,0.0,2114333.0,0.0,2000000.0,0.23946486,45
194,Ben Dwarshuis,Overseas,Bowler,1.0,2391955.5,0.0,2000000.0,0.234218635,45
195,Tim Southee,Overseas,Bowler,1.0,38743040.0,0.0,2000000.0,0.229635834,45
196,Prenelan Subrayen,Overseas,All-Rounder,0.0,2124566.8,0.0,10000000.0,0.222985935,45
197,Akeal Hosein,Overseas,Bowler,1.0,13476378.0,0.0,5000000.0,0.214801719,45
198,Jaydev Unadkat,Indian,Bowler,1.0,7641269.5,0.0,2000000.0,0.209541244,45
199,Keshav Maharaj,Overseas,All-Rounder,1.0,9653881.0,68000000.0,0.0,0.207179462,45
200,Harshal Patel,Indian,All-Rounder,1.0,19530762.0,5000000.0,0.0,0.198697015,45
201,Shardul Thakur,Indian,All-Rounder,1.0,22217538.0,0.0,2000000.0,0.198463819,45
202,Jhye Richardson,Overseas,Bowler,1.0,9336875.0,0.0,5000000.0,0.197578022,45
203,Anshul Kamboj,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.189058207,45
204,James Neesham,Overseas,All-Rounder,1.0,20580640.0,0.0,15000000.0,0.187323517,45
205,K.C Cariappa,Indian,Bowler,0.0,2532708.0,2000000.0,0.0,0.185699108,45
206,Adam Milne,Overseas,Bowler,1.0,15488255.0,20000000.0,0.0,0.1853424,45
207,Adil Rashid,Overseas,Bowler,1.0,26448402.0,0.0,5000000.0,0.182810408,45
208,Chris Woakes,Overseas,All-Rounder,1.0,11724359.0,0.0,5000000.0,0.182639703,45
209,Barinder Sran,Indian,Bowler,1.0,3093413.0,0.0,2000000.0,0.182634806,45
210,Shreyas Gopal,Indian,Bowler,0.0,2494120.5,0.0,2000000.0,0.177140545,45
211,Jagadeesha Suchith,Indian,Bowler,0.0,3842254.0,6000000.0,0.0,0.173835317,45
212,Alzarri Joseph,Overseas,Bowler,1.0,13742845.0,0.0,5000000.0,0.173307818,45
213,Hrithik Shokeen,Indian,All-Rounder,0.0,6295063.0,0.0,2000000.0,0.172556445,45
214,Gus Atkinson,Overseas,Bowler,1.0,2140985.0,0.0,20000000.0,0.172205185,45
215,Chris Wood,Overseas,Bowler,0.0,2136464.2,0.0,10000000.0,0.171911972,45
216,Lockie Ferguson,Overseas,Bowler,1.0,15268348.0,5000000.0,0.0,0.169896119,45
217,Manav Suthar,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.168146016,45
218,Luke Wood,Overseas,Bowler,1.0,2661003.5,0.0,7500000.0,0.166178843,45
219,Umesh Yadav,Indian,Bowler,1.0,14503872.0,0.0,2000000.0,0.16477312,45
220,Fabian Allen,Overseas,All-Rounder,0.0,12678001.0,0.0,5000000.0,0.163094691,45
221,S Midhun,Indian,Bowler,0.0,2039616.8,0.0,2000000.0,0.158992715,45
222,Chris Jordan,Overseas,Bowler,1.0,35404580.0,247500000.0,0.0,0.157244343,45
223,Mitchell Starc,Overseas,Bowler,1.0,19762206.0,0.0,5000000.0,0.154317668,45
224,William O'Rourke,Overseas,Bowler,0.0,2123704.0,0.0,5000000.0,0.152264534,45
225,Mujeeb Rahman,Overseas,Bowler,1.0,12732593.0,0.0,2000000.0,0.152084009,45
226,Obed Mccoy,Overseas,Bowler,0.0,2128343.8,0.0,5000000.0,0.151606039,45
227,Ish Sodhi,Overseas,Bowler,1.0,27426448.0,4000000.0,0.0,0.15027804,45
228,Shivam Sharma,Indian,Bowler,1.0,2789786.2,16000000.0,0.0,0.148353718,45
229,Richard Ngarava,Overseas,Bowler,1.0,12172691.0,0.0,7500000.0,0.14740531,45
230,Paul Van Meekeren,Overseas,Bowler,1.0,19877548.0,0.0,2000000.0,0.145555757,45
231,Rahul Shukla,Indian,Bowler,0.0,2478312.0,50000000.0,0.0,0.141970152,45
232,Spencer Johnson,Overseas,Bowler,1.0,2144465.0,0.0,10000000.0,0.139815489,45
233,Abhilash Shetty,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,45
234,Akhin Sathar,Indian,Bowler,0.0,2111150.0,0.0,5000000.0,0.136903569,45
235,Allah Ghazanfar,Overseas,Bowler,0.0,2116743.5,0.0,10000000.0,0.136903569,45
236,Arpit Guleria,Indian,Bowler,0.0,2116950.5,0.0,2000000.0,0.136903569,45
237,Ashok Sharma,Indian,Bowler,1.0,7432149.5,117500000.0,0.0,0.136903569,45
238,Ashwani Kumar,Indian,Bowler,0.0,2116950.5,0.0,2000000.0,0.136903569,45
239,B. Surya,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
240,Basit Bashir,Indian,Bowler,0.0,2118371.2,2000000.0,0.0,0.136903569,45
241,Bhuwan Rohilla,Indian,Bowler,0.0,2112310.5,0.0,2000000.0,0.136903569,45
242,Chintal Gandhi,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,0.136903569,45
243,Devang Karamta,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,45
244,Devendra Singh Bora,Indian,Bowler,0.0,2113470.2,2000000.0,0.0,0.136903569,45
245,Digvesh Singh,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
246,Divesh Sharma,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
247,Ganesh Chaudhary,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
248,Gourav Yadav,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
249,Gurjapneet Singh,Indian,Bowler,1.0,8402333.0,0.0,2000000.0,0.136903569,45
250,Gurnoor Singh Brar,Indian,Bowler,0.0,2315611.0,0.0,2000000.0,0.136903569,45
251,Ishan Porel,Indian,Bowler,0.0,2087011.4,0.0,2000000.0,0.136903569,45
252,Jasmer Dhankhar,Indian,Bowler,0.0,2115790.0,0.0,2000000.0,0.136903569,45
253,Jhathavedh Subramanyan,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
254,K.M Asif,Indian,Bowler,0.0,3390081.8,0.0,2000000.0,0.136903569,45
255,Kuldip Yadav,Indian,Bowler,0.0,2559719.0,0.0,2000000.0,0.136903569,45
256,Kulwant Khejroliya,Indian,Bowler,0.0,2637747.0,0.0,2000000.0,0.136903569,45
257,Lukman Hussain Meriwala,Indian,Bowler,0.0,2070688.6,0.0,2000000.0,0.136903569,45
258,Manish Reddy,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
259,Manit Singh,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
260,Mohammed Kaif,Indian,Bowler,0.0,2362440.0,0.0,2000000.0,0.136903569,45
261,Mohit Avasthi,Indian,Bowler,0.0,2122750.8,0.0,2000000.0,0.136903569,45
262,Money Grewal,Indian,Bowler,0.0,2118371.2,2000000.0,0.0,0.136903569,45
263,Monish Reddy,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.136903569,45
264,Mrinmoy Dutta,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,45
265,Mujtaba Yousuf,Indian,Bowler,0.0,2111150.0,36000000.0,0.0,0.136903569,45
266,Mukhtar Hussain,Indian,Bowler,0.0,2114630.5,0.0,2000000.0,0.136903569,45
267,Murgan Ashwin,Indian,Bowler,0.0,4949784.5,0.0,2000000.0,0.136903569,45
268,Mustaq Beg,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
269,Nitin Verma,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
270,Pankaj Yadav,Indian,Bowler,0.0,2118110.2,0.0,2000000.0,0.136903569,45
271,Prince Choudhary,Indian,Bowler,0.0,2114630.5,74000000.0,0.0,0.136903569,45
272,Pulkit Narang,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,0.136903569,45
273,Raghav Goyal,Indian,Bowler,0.0,2339667.2,0.0,2000000.0,0.136903569,45
274,Raj Limbani,Indian,Bowler,0.0,2107670.0,0.0,2000000.0,0.136903569,45
275,Rakshan Readdi,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,45
276,Rasikh Dar,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,45
277,Ravi Kumar,Indian,Bowler,0.0,3582952.8,0.0,2000000.0,0.136903569,45
278,Sachin Bhosale,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,45
279,Saurabh Dubey,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,45
280,Shiva Singh,Indian,Bowler,1.0,10515822.0,58000000.0,0.0,0.136903569,45
281,Shreyas Gurav,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
282,Shubham Agrawal,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,45
283,Shubham Kapse,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,0.136903569,45
284,Venkatesh Muralidhara,Indian,Bowler,0.0,2118371.2,2000000.0,0.0,0.136903569,45
285,Vishal Godara,Indian,Bowler,0.0,2109990.0,0.0,2000000.0,0.136903569,45
286,Vishu Kashyap,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,45
287,Waseem Bashir,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,45
288,Yuvraj Chudasama,Indian,Bowler,0.0,2119270.5,0.0,2000000.0,0.136903569,45
289,Josh Hazlewood,Overseas,Bowler,1.0,20874890.0,0.0,5000000.0,0.136063661,45
290,Kamlesh Nagarkoti,Indian,All-Rounder,0.0,2625603.0,22000000.0,0.0,0.135642507,45
291,Basil Thampi,Indian,Bowler,0.0,3858707.0,0.0,2000000.0,0.134811519,45
292,Daniel Sams,Overseas,All-Rounder,1.0,15389401.0,0.0,7500000.0,0.133454617,45
293,Shivam Mavi,Indian,Bowler,1.0,10587446.0,0.0,2000000.0,0.133335708,45
294,Lizaad Williams,Overseas,Bowler,1.0,4977752.0,0.0,5000000.0,0.133191354,45
295,Nuwan Thushara,Overseas,Bowler,1.0,3962415.0,0.0,10000000.0,0.132719293,45
296,Ollie Robinson,Overseas,Bowler,0.0,2132984.0,0.0,15000000.0,0.132498168,45
297,Nikhil Naik,Indian,Wicket-Keeper,0.0,2262930.0,0.0,2000000.0,0.128772951,45
298,Tymal Mills,Overseas,Bowler,1.0,10392962.0,0.0,2000000.0,0.128497395,45
299,Olly Stone,Overseas,Bowler,1.0,2342565.2,0.0,7500000.0,0.12836434,45
300,Siddharth Kaul,Indian,Bowler,1.0,3418203.5,0.0,2000000.0,0.128158696,45
301,Fareed Ahmad,Overseas,Bowler,1.0,9945841.0,5000000.0,0.0,0.128084347,45
302,Mohammad Waqar Salamkheil,Overseas,Bowler,0.0,2129765.0,0.0,5000000.0,0.125806012,45
303,Prithvi Raj Yarra,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.125321942,45
304,Mustafizur Rahman,Overseas,Bowler,1.0,30483042.0,0.0,5000000.0,0.123728816,45
305,Akash Singh,Indian,Bowler,0.0,3987720.5,0.0,2000000.0,0.12361147,45
306,Lahiru Kumara,Overseas,Bowler,0.0,2128343.8,0.0,10000000.0,0.118748379,45
307,Ottneil Baartman,Overseas,Bowler,0.0,2129765.0,7500000.0,0.0,0.114882486,45
308,Richard Gleeson,Overseas,Bowler,1.0,4135650.0,0.0,20000000.0,0.113641298,45
309,Chetan Sakariya,Indian,Bowler,1.0,5381371.0,0.0,2000000.0,0.110903412,45
